iso1,iso2,dist,weeks,pair_location,L1,L2
ERR4920372,ERR4920421,12476,31.857142857142858,Different,ERR4920372,ERR4920421
ERR4920372,ERR4920422,12470,34.42857142857143,Different,ERR4920372,ERR4920422
ERR4920372,ERR4920423,12470,39,Different,ERR4920372,ERR4920423
ERR4920372,ERR4920424,12470,39.285714285714285,Different,ERR4920372,ERR4920424
ERR4920372,ERR4920425,13502,39.285714285714285,Different,ERR4920372,ERR4920425
ERR4920372,ERR4920426,13504,40.57142857142857,Different,ERR4920372,ERR4920426
ERR4920372,ERR4920427,13507,40,Different,ERR4920372,ERR4920427
ERR4920372,ERR4920428,13503,41.142857142857146,Different,ERR4920372,ERR4920428
ERR4920372,ERR4920429,13502,42,Different,ERR4920372,ERR4920429
ERR4920372,ERR4920430,13505,42.42857142857143,Different,ERR4920372,ERR4920430
ERR4920372,ERR4920431,13504,4.428571428571429,Different,ERR4920372,ERR4920431
ERR4920372,ERR4920432,11992,9.857142857142858,Different,ERR4920372,ERR4920432
ERR4920372,ERR4920433,11993,10.571428571428571,Different,ERR4920372,ERR4920433
ERR4920372,ERR4920434,13058,11.285714285714286,Different,ERR4920372,ERR4920434
ERR4920372,ERR4920435,12355,13,Different,ERR4920372,ERR4920435
ERR4920372,ERR4920436,12351,13.571428571428571,Different,ERR4920372,ERR4920436
ERR4920372,ERR4920437,13504,14.714285714285714,Different,ERR4920372,ERR4920437
ERR4920372,ERR4920438,13505,14.714285714285714,Different,ERR4920372,ERR4920438
ERR4920372,ERR4920439,13504,15,Different,ERR4920372,ERR4920439
ERR4920372,ERR4920440,12565,22,Different,ERR4920372,ERR4920440
ERR4920372,ERR4920441,12883,22.142857142857142,Different,ERR4920372,ERR4920441
ERR4920372,ERR4920442,13506,22.428571428571427,Different,ERR4920372,ERR4920442
ERR4920372,ERR4920443,12352,23.285714285714285,Different,ERR4920372,ERR4920443
ERR4920372,ERR4920444,12475,24.142857142857142,Different,ERR4920372,ERR4920444
ERR4920372,ERR4920445,12352,25.285714285714285,Different,ERR4920372,ERR4920445
ERR4920372,ERR4920446,12545,25.857142857142858,Different,ERR4920372,ERR4920446
ERR4920372,ERR4920447,12355,25.857142857142858,Different,ERR4920372,ERR4920447
ERR4920372,ERR4920448,12335,30,Different,ERR4920372,ERR4920448
ERR4920372,ERR4920449,12884,30,Different,ERR4920372,ERR4920449
ERR4920372,ERR4920451,12354,30.714285714285715,Different,ERR4920372,ERR4920451
ERR4920372,ERR4920452,12881,31.428571428571427,Different,ERR4920372,ERR4920452
ERR4920372,ERR4920453,12459,31.571428571428573,Different,ERR4920372,ERR4920453
ERR4920372,ERR4920454,12883,32,Different,ERR4920372,ERR4920454
ERR4920372,ERR4920455,13504,32.142857142857146,Different,ERR4920372,ERR4920455
ERR4920372,ERR4920456,13505,32.57142857142857,Different,ERR4920372,ERR4920456
ERR4920372,ERR4920457,13506,32.57142857142857,Different,ERR4920372,ERR4920457
ERR4920372,ERR4920458,13504,32.857142857142854,Different,ERR4920372,ERR4920458
ERR4920372,ERR4920459,13449,33,Different,ERR4920372,ERR4920459
ERR4920372,ERR4920460,13373,33.285714285714285,Different,ERR4920372,ERR4920460
ERR4920372,ERR4920461,12474,33.714285714285715,Different,ERR4920372,ERR4920461
ERR4920372,ERR4920462,13503,33.714285714285715,Different,ERR4920372,ERR4920462
ERR4920372,ERR4920463,12470,34.285714285714285,Different,ERR4920372,ERR4920463
ERR4920372,ERR4920464,12472,34.42857142857143,Different,ERR4920372,ERR4920464
ERR4920372,ERR4920465,12471,34.42857142857143,Different,ERR4920372,ERR4920465
ERR4920372,ERR4920466,12473,34.57142857142857,Different,ERR4920372,ERR4920466
ERR4920372,ERR4920467,13502,35.142857142857146,Different,ERR4920372,ERR4920467
ERR4920372,ERR4920468,12471,35.285714285714285,Different,ERR4920372,ERR4920468
ERR4920372,ERR4920469,12473,35.42857142857143,Different,ERR4920372,ERR4920469
ERR4920372,ERR4920470,12473,35.42857142857143,Different,ERR4920372,ERR4920470
ERR4920372,ERR4920471,12473,37.285714285714285,Different,ERR4920372,ERR4920471
ERR4920372,ERR4920472,13504,37.57142857142857,Different,ERR4920372,ERR4920472
ERR4920372,ERR4920473,12471,38,Different,ERR4920372,ERR4920473
ERR4920372,ERR4920474,13504,38.142857142857146,Different,ERR4920372,ERR4920474
ERR4920372,ERR4920475,12472,38.42857142857143,Different,ERR4920372,ERR4920475
ERR4920372,ERR4920476,13505,39.714285714285715,Different,ERR4920372,ERR4920476
ERR4920372,ERR4920477,13502,40.142857142857146,Different,ERR4920372,ERR4920477
ERR4920372,ERR4920478,13504,40.42857142857143,Different,ERR4920372,ERR4920478
ERR4920372,ERR4920479,12566,40.42857142857143,Different,ERR4920372,ERR4920479
ERR4920372,ERR4920480,13504,41.714285714285715,Different,ERR4920372,ERR4920480
ERR4920372,ERR4920481,12518,41.714285714285715,Different,ERR4920372,ERR4920481
ERR4920372,ERR4920482,13503,42.42857142857143,Different,ERR4920372,ERR4920482
ERR4920372,ERR4920483,13503,42.714285714285715,Different,ERR4920372,ERR4920483
ERR4920372,ERR4920484,13504,42.714285714285715,Different,ERR4920372,ERR4920484
ERR4920372,ERR4920485,13503,43.142857142857146,Different,ERR4920372,ERR4920485
ERR4920372,ERR4920491,12271,3.2857142857142856,Different,ERR4920372,ERR4920491
ERR4920372,ERR4920492,12010,2.2857142857142856,Different,ERR4920372,ERR4920492
ERR4920372,ERR4920493,13140,3.857142857142857,Different,ERR4920372,ERR4920493
ERR4920372,ERR4920494,12237,2.857142857142857,Different,ERR4920372,ERR4920494
ERR4920372,ERR4920495,12237,2.4285714285714284,Different,ERR4920372,ERR4920495
ERR4920372,ERR4920496,12008,2.2857142857142856,Different,ERR4920372,ERR4920496
ERR4920372,ERR4920497,12561,7.857142857142857,Different,ERR4920372,ERR4920497
ERR4920372,ERR4920498,11900,13.285714285714286,Different,ERR4920372,ERR4920498
ERR4920372,ERR4920499,12944,13.714285714285714,Different,ERR4920372,ERR4920499
ERR4920372,ERR4920500,12376,16.142857142857142,Different,ERR4920372,ERR4920500
ERR4920372,ERR4920501,12290,21.571428571428573,Different,ERR4920372,ERR4920501
ERR4920372,ERR4920502,13161,29.142857142857142,Different,ERR4920372,ERR4920502
ERR4920372,ERR4920503,12640,32.42857142857143,Different,ERR4920372,ERR4920503
ERR4920372,ERR4920504,12645,33.285714285714285,Different,ERR4920372,ERR4920504
ERR4920372,ERR4920505,12712,33.714285714285715,Different,ERR4920372,ERR4920505
ERR4920372,ERR4920506,12271,37.57142857142857,Different,ERR4920372,ERR4920506
ERR4920372,ERR4920507,12281,58.714285714285715,Different,ERR4920372,ERR4920507
ERR4920372,ERR4920508,12281,57.57142857142857,Different,ERR4920372,ERR4920508
ERR4920372,ERR4920510,12285,52.285714285714285,Different,ERR4920372,ERR4920510
ERR4920372,ERR4920511,12628,2.7142857142857144,Different,ERR4920372,ERR4920511
ERR4920372,ERR4920512,12733,2.142857142857143,Different,ERR4920372,ERR4920512
ERR4920372,ERR4920513,12733,1.8571428571428572,Different,ERR4920372,ERR4920513
ERR4920372,ERR4920514,12611,0.14285714285714285,Different,ERR4920372,ERR4920514
ERR4920372,ERR4920515,13041,1.2857142857142858,Different,ERR4920372,ERR4920515
ERR4920372,ERR4920516,13393,7.857142857142857,Different,ERR4920372,ERR4920516
ERR4920372,ERR4920517,12271,49.714285714285715,Different,ERR4920372,ERR4920517
ERR4920372,ERR4920518,12023,49.57142857142857,Different,ERR4920372,ERR4920518
ERR4920372,ERR4920519,12604,12,Different,ERR4920372,ERR4920519
ERR4920372,ERR4920520,12839,14.142857142857142,Different,ERR4920372,ERR4920520
ERR4920372,ERR4920521,12281,49.285714285714285,Different,ERR4920372,ERR4920521
ERR4920372,ERR4920523,13142,17.714285714285715,Different,ERR4920372,ERR4920523
ERR4920372,ERR4920524,13141,17.714285714285715,Different,ERR4920372,ERR4920524
ERR4920372,ERR4920525,12598,47.857142857142854,Different,ERR4920372,ERR4920525
ERR4920372,ERR4920526,12071,47.857142857142854,Different,ERR4920372,ERR4920526
ERR4920372,ERR4920527,12497,22,Different,ERR4920372,ERR4920527
ERR4920372,ERR4920528,12788,25.142857142857142,Different,ERR4920372,ERR4920528
ERR4920372,ERR4920529,12056,37.42857142857143,Different,ERR4920372,ERR4920529
ERR4920372,ERR4920530,12688,43.285714285714285,Different,ERR4920372,ERR4920530
ERR4920372,ERR4920531,12282,52.857142857142854,Different,ERR4920372,ERR4920531
ERR4920372,ERR4920532,12649,41.57142857142857,Different,ERR4920372,ERR4920532
ERR4920372,ERR4920533,12299,38.857142857142854,Different,ERR4920372,ERR4920533
ERR4920372,ERR4920534,12303,37.714285714285715,Different,ERR4920372,ERR4920534
ERR4920372,ERR4920535,12402,32.857142857142854,Different,ERR4920372,ERR4920535
ERR4920372,ERR4920537,12731,14,Different,ERR4920372,ERR4920537
ERR4920372,ERR4920538,12072,14,Different,ERR4920372,ERR4920538
ERR4920372,ERR4920539,12284,43.285714285714285,Different,ERR4920372,ERR4920539
ERR4920372,ERR4920540,12304,37.142857142857146,Different,ERR4920372,ERR4920540
ERR4920372,ERR4920541,12295,29.285714285714285,Different,ERR4920372,ERR4920541
ERR4920372,ERR4920542,12304,26,Different,ERR4920372,ERR4920542
ERR4920372,ERR4920543,12305,15.571428571428571,Different,ERR4920372,ERR4920543
ERR4920372,ERR4920550,13401,42.57142857142857,Different,ERR4920372,ERR4920550
ERR4920372,ERR4920551,13338,40.285714285714285,Different,ERR4920372,ERR4920551
ERR4920372,ERR4920552,13228,36.857142857142854,Different,ERR4920372,ERR4920552
ERR4920372,ERR4920553,13405,36.57142857142857,Different,ERR4920372,ERR4920553
ERR4920372,ERR4920554,13407,36.57142857142857,Different,ERR4920372,ERR4920554
ERR4920372,ERR4920555,13295,35.42857142857143,Different,ERR4920372,ERR4920555
ERR4920372,ERR4920556,13396,34.285714285714285,Different,ERR4920372,ERR4920556
ERR4920372,ERR4920557,13368,32.857142857142854,Different,ERR4920372,ERR4920557
ERR4920372,ERR4920558,13399,31.571428571428573,Different,ERR4920372,ERR4920558
ERR4920372,ERR4920559,13391,31.142857142857142,Different,ERR4920372,ERR4920559
ERR4920372,ERR4920560,13350,30.714285714285715,Different,ERR4920372,ERR4920560
ERR4920372,ERR4920561,13409,29.142857142857142,Different,ERR4920372,ERR4920561
ERR4920372,ERR4920562,12464,28.857142857142858,Different,ERR4920372,ERR4920562
ERR4920372,ERR4920563,12460,28.285714285714285,Different,ERR4920372,ERR4920563
ERR4920372,ERR4920564,13409,27.571428571428573,Different,ERR4920372,ERR4920564
ERR4920372,ERR4920566,12511,26.714285714285715,Different,ERR4920372,ERR4920566
ERR4920372,ERR4920567,12592,26.714285714285715,Different,ERR4920372,ERR4920567
ERR4920372,ERR4920568,13112,20.714285714285715,Different,ERR4920372,ERR4920568
ERR4920372,ERR4920570,13079,19.428571428571427,Different,ERR4920372,ERR4920570
ERR4920372,ERR4920571,11934,18.428571428571427,Different,ERR4920372,ERR4920571
ERR4920372,ERR4920572,13130,17.857142857142858,Different,ERR4920372,ERR4920572
ERR4920372,ERR4920576,12034,9.857142857142858,Different,ERR4920372,ERR4920576
ERR4920372,ERR4920578,13399,2.857142857142857,Different,ERR4920372,ERR4920578
ERR4920372,ERR4920579,13402,2.5714285714285716,Different,ERR4920372,ERR4920579
ERR4920372,ERR4920580,13410,8,Different,ERR4920372,ERR4920580
ERR4920372,ERR4920582,13147,9.571428571428571,Different,ERR4920372,ERR4920582
ERR4920372,ERR4920584,12535,13,Different,ERR4920372,ERR4920584
ERR4920372,ERR4920585,12751,14,Different,ERR4920372,ERR4920585
ERR4920372,ERR4920588,13139,23.428571428571427,Different,ERR4920372,ERR4920588
ERR4920372,ERR4920591,13412,38.42857142857143,Different,ERR4920372,ERR4920591
ERR4920372,ERR4920592,12800,2.5714285714285716,Different,ERR4920372,ERR4920592
ERR4920372,ERR4920593,12904,4.285714285714286,Different,ERR4920372,ERR4920593
ERR4920372,ERR4920594,12626,23.428571428571427,Different,ERR4920372,ERR4920594
ERR4920372,ERR4920595,12059,26.428571428571427,Different,ERR4920372,ERR4920595
ERR4920372,ERR4920596,12062,25.714285714285715,Different,ERR4920372,ERR4920596
ERR4920372,ERR4920597,12955,55.857142857142854,Different,ERR4920372,ERR4920597
ERR4920372,ERR4920598,13078,51.857142857142854,Different,ERR4920372,ERR4920598
ERR4920372,ERR4920599,12648,19.714285714285715,Different,ERR4920372,ERR4920599
ERR4920372,ERR4920600,12648,19.714285714285715,Different,ERR4920372,ERR4920600
ERR4920372,ERR4920601,12673,18.714285714285715,Different,ERR4920372,ERR4920601
ERR4920372,ERR4920602,12672,18.142857142857142,Different,ERR4920372,ERR4920602
ERR4920372,ERR4920603,12057,11.857142857142858,Different,ERR4920372,ERR4920603
ERR4920372,ERR4920604,13076,5,Different,ERR4920372,ERR4920604
ERR4920372,ERR4920605,13077,4.428571428571429,Different,ERR4920372,ERR4920605
ERR4920372,ERR4920606,12059,46.857142857142854,Different,ERR4920372,ERR4920606
ERR4920372,ERR4920617,12679,3.2857142857142856,Different,ERR4920372,ERR4920617
ERR4920372,ERR4920618,12178,55.857142857142854,Different,ERR4920372,ERR4920618
ERR4920372,ERR4920619,11945,40.142857142857146,Different,ERR4920372,ERR4920619
ERR4920372,ERR4920620,12190,40.142857142857146,Different,ERR4920372,ERR4920620
ERR4920372,ERR4920621,12746,1.4285714285714286,Different,ERR4920372,ERR4920621
ERR4920372,ERR4920623,12651,34.57142857142857,Different,ERR4920372,ERR4920623
ERR4920372,ERR4920624,12178,35.714285714285715,Different,ERR4920372,ERR4920624
ERR4920372,ERR4920625,12843,20.428571428571427,Different,ERR4920372,ERR4920625
ERR4920372,ERR4920626,12306,21.428571428571427,Different,ERR4920372,ERR4920626
ERR4920372,ERR4920627,12403,31.571428571428573,Different,ERR4920372,ERR4920627
ERR4920372,ERR4920628,12598,25.714285714285715,Different,ERR4920372,ERR4920628
ERR4920372,ERR4920629,12600,20.571428571428573,Different,ERR4920372,ERR4920629
ERR4920373,ERR4920374,12596,4.285714285714286,Same,ERR4920373,ERR4920374
ERR4920373,ERR4920375,12424,5.142857142857143,Same,ERR4920373,ERR4920375
ERR4920373,ERR4920376,12701,8.428571428571429,Same,ERR4920373,ERR4920376
ERR4920373,ERR4920377,13274,32.857142857142854,Same,ERR4920373,ERR4920377
ERR4920373,ERR4920378,12489,42.57142857142857,Same,ERR4920373,ERR4920378
ERR4920373,ERR4920379,2547,37.42857142857143,Same,ERR4920373,ERR4920379
ERR4920373,ERR4920380,2525,34,Same,ERR4920373,ERR4920380
ERR4920373,ERR4920381,12801,23.571428571428573,Same,ERR4920373,ERR4920381
ERR4920373,ERR4920382,13203,22,Same,ERR4920373,ERR4920382
ERR4920373,ERR4920383,13203,20,Same,ERR4920373,ERR4920383
ERR4920373,ERR4920384,12628,18.857142857142858,Same,ERR4920373,ERR4920384
ERR4920373,ERR4920385,12961,56.285714285714285,Same,ERR4920373,ERR4920385
ERR4920373,ERR4920386,13205,17.714285714285715,Same,ERR4920373,ERR4920386
ERR4920373,ERR4920387,13201,14.714285714285714,Same,ERR4920373,ERR4920387
ERR4920373,ERR4920388,12493,9.571428571428571,Same,ERR4920373,ERR4920388
ERR4920373,ERR4920391,11782,1.5714285714285714,Different,ERR4920373,ERR4920391
ERR4920373,ERR4920392,12615,13.285714285714286,Different,ERR4920373,ERR4920392
ERR4920373,ERR4920393,12446,17.714285714285715,Different,ERR4920373,ERR4920393
ERR4920373,ERR4920394,13137,17.285714285714285,Different,ERR4920373,ERR4920394
ERR4920373,ERR4920395,12680,19.857142857142858,Different,ERR4920373,ERR4920395
ERR4920373,ERR4920396,13130,20.714285714285715,Different,ERR4920373,ERR4920396
ERR4920373,ERR4920397,11958,21.285714285714285,Different,ERR4920373,ERR4920397
ERR4920373,ERR4920398,11960,25,Different,ERR4920373,ERR4920398
ERR4920373,ERR4920399,11957,26.571428571428573,Different,ERR4920373,ERR4920399
ERR4920373,ERR4920400,13513,27,Different,ERR4920373,ERR4920400
ERR4920373,ERR4920401,11958,26.142857142857142,Different,ERR4920373,ERR4920401
ERR4920373,ERR4920402,13513,27,Different,ERR4920373,ERR4920402
ERR4920373,ERR4920403,13482,27.714285714285715,Different,ERR4920373,ERR4920403
ERR4920373,ERR4920404,13132,27.857142857142858,Different,ERR4920373,ERR4920404
ERR4920373,ERR4920405,13512,27.857142857142858,Different,ERR4920373,ERR4920405
ERR4920373,ERR4920406,13133,31.142857142857142,Different,ERR4920373,ERR4920406
ERR4920373,ERR4920407,13129,28.714285714285715,Different,ERR4920373,ERR4920407
ERR4920373,ERR4920408,13130,29.285714285714285,Different,ERR4920373,ERR4920408
ERR4920373,ERR4920409,13133,29.285714285714285,Different,ERR4920373,ERR4920409
ERR4920373,ERR4920410,13514,29.857142857142858,Different,ERR4920373,ERR4920410
ERR4920373,ERR4920411,13132,29.857142857142858,Different,ERR4920373,ERR4920411
ERR4920373,ERR4920412,13133,30,Different,ERR4920373,ERR4920412
ERR4920373,ERR4920413,13132,32.42857142857143,Different,ERR4920373,ERR4920413
ERR4920373,ERR4920414,13131,32.714285714285715,Different,ERR4920373,ERR4920414
ERR4920373,ERR4920415,13124,33.857142857142854,Different,ERR4920373,ERR4920415
ERR4920373,ERR4920416,13514,35.285714285714285,Different,ERR4920373,ERR4920416
ERR4920373,ERR4920417,13511,36.857142857142854,Different,ERR4920373,ERR4920417
ERR4920373,ERR4920418,13511,36.857142857142854,Different,ERR4920373,ERR4920418
ERR4920373,ERR4920419,13512,5,Different,ERR4920373,ERR4920419
ERR4920373,ERR4920420,12684,19.714285714285715,Different,ERR4920373,ERR4920420
ERR4920373,ERR4920421,13137,26.428571428571427,Different,ERR4920373,ERR4920421
ERR4920373,ERR4920422,13133,29,Different,ERR4920373,ERR4920422
ERR4920373,ERR4920423,13128,33.57142857142857,Different,ERR4920373,ERR4920423
ERR4920373,ERR4920424,13133,33.857142857142854,Different,ERR4920373,ERR4920424
ERR4920373,ERR4920425,13511,33.857142857142854,Different,ERR4920373,ERR4920425
ERR4920373,ERR4920426,13512,35.142857142857146,Different,ERR4920373,ERR4920426
ERR4920373,ERR4920427,13515,34.57142857142857,Different,ERR4920373,ERR4920427
ERR4920373,ERR4920428,13512,35.714285714285715,Different,ERR4920373,ERR4920428
ERR4920373,ERR4920429,13512,36.57142857142857,Different,ERR4920373,ERR4920429
ERR4920373,ERR4920430,13514,37,Different,ERR4920373,ERR4920430
ERR4920373,ERR4920431,13513,1,Different,ERR4920373,ERR4920431
ERR4920373,ERR4920432,12609,4.428571428571429,Different,ERR4920373,ERR4920432
ERR4920373,ERR4920433,12610,5.142857142857143,Different,ERR4920373,ERR4920433
ERR4920373,ERR4920434,12977,5.857142857142857,Different,ERR4920373,ERR4920434
ERR4920373,ERR4920435,12680,7.571428571428571,Different,ERR4920373,ERR4920435
ERR4920373,ERR4920436,12676,8.142857142857142,Different,ERR4920373,ERR4920436
ERR4920373,ERR4920437,13513,9.285714285714286,Different,ERR4920373,ERR4920437
ERR4920373,ERR4920438,13514,9.285714285714286,Different,ERR4920373,ERR4920438
ERR4920373,ERR4920439,13513,9.571428571428571,Different,ERR4920373,ERR4920439
ERR4920373,ERR4920440,12485,16.571428571428573,Different,ERR4920373,ERR4920440
ERR4920373,ERR4920441,11958,16.714285714285715,Different,ERR4920373,ERR4920441
ERR4920373,ERR4920442,13515,17,Different,ERR4920373,ERR4920442
ERR4920373,ERR4920443,12682,17.857142857142858,Different,ERR4920373,ERR4920443
ERR4920373,ERR4920444,13135,18.714285714285715,Different,ERR4920373,ERR4920444
ERR4920373,ERR4920445,12678,19.857142857142858,Different,ERR4920373,ERR4920445
ERR4920373,ERR4920446,12217,20.428571428571427,Different,ERR4920373,ERR4920446
ERR4920373,ERR4920447,12682,20.428571428571427,Different,ERR4920373,ERR4920447
ERR4920373,ERR4920448,12665,24.571428571428573,Different,ERR4920373,ERR4920448
ERR4920373,ERR4920449,11958,24.571428571428573,Different,ERR4920373,ERR4920449
ERR4920373,ERR4920451,12682,25.285714285714285,Different,ERR4920373,ERR4920451
ERR4920373,ERR4920452,11957,26,Different,ERR4920373,ERR4920452
ERR4920373,ERR4920453,13104,26.142857142857142,Different,ERR4920373,ERR4920453
ERR4920373,ERR4920454,11958,26.571428571428573,Different,ERR4920373,ERR4920454
ERR4920373,ERR4920455,13513,26.714285714285715,Different,ERR4920373,ERR4920455
ERR4920373,ERR4920456,13514,27.142857142857142,Different,ERR4920373,ERR4920456
ERR4920373,ERR4920457,13515,27.142857142857142,Different,ERR4920373,ERR4920457
ERR4920373,ERR4920458,13513,27.428571428571427,Different,ERR4920373,ERR4920458
ERR4920373,ERR4920459,13448,27.571428571428573,Different,ERR4920373,ERR4920459
ERR4920373,ERR4920460,13404,27.857142857142858,Different,ERR4920373,ERR4920460
ERR4920373,ERR4920461,13132,28.285714285714285,Different,ERR4920373,ERR4920461
ERR4920373,ERR4920462,13512,28.285714285714285,Different,ERR4920373,ERR4920462
ERR4920373,ERR4920463,13130,28.857142857142858,Different,ERR4920373,ERR4920463
ERR4920373,ERR4920464,13131,29,Different,ERR4920373,ERR4920464
ERR4920373,ERR4920465,13126,29,Different,ERR4920373,ERR4920465
ERR4920373,ERR4920466,13133,29.142857142857142,Different,ERR4920373,ERR4920466
ERR4920373,ERR4920467,13510,29.714285714285715,Different,ERR4920373,ERR4920467
ERR4920373,ERR4920468,13131,29.857142857142858,Different,ERR4920373,ERR4920468
ERR4920373,ERR4920469,13134,30,Different,ERR4920373,ERR4920469
ERR4920373,ERR4920470,13132,30,Different,ERR4920373,ERR4920470
ERR4920373,ERR4920471,13134,31.857142857142858,Different,ERR4920373,ERR4920471
ERR4920373,ERR4920472,13513,32.142857142857146,Different,ERR4920373,ERR4920472
ERR4920373,ERR4920473,13132,32.57142857142857,Different,ERR4920373,ERR4920473
ERR4920373,ERR4920474,13511,32.714285714285715,Different,ERR4920373,ERR4920474
ERR4920373,ERR4920475,13135,33,Different,ERR4920373,ERR4920475
ERR4920373,ERR4920476,13513,34.285714285714285,Different,ERR4920373,ERR4920476
ERR4920373,ERR4920477,13511,34.714285714285715,Different,ERR4920373,ERR4920477
ERR4920373,ERR4920478,13513,35,Different,ERR4920373,ERR4920478
ERR4920373,ERR4920479,12619,35,Different,ERR4920373,ERR4920479
ERR4920373,ERR4920480,13513,36.285714285714285,Different,ERR4920373,ERR4920480
ERR4920373,ERR4920481,1407,36.285714285714285,Different,ERR4920373,ERR4920481
ERR4920373,ERR4920482,13512,37,Different,ERR4920373,ERR4920482
ERR4920373,ERR4920483,13512,37.285714285714285,Different,ERR4920373,ERR4920483
ERR4920373,ERR4920484,13513,37.285714285714285,Different,ERR4920373,ERR4920484
ERR4920373,ERR4920485,13511,37.714285714285715,Different,ERR4920373,ERR4920485
ERR4920373,ERR4920491,12648,8.714285714285714,Different,ERR4920373,ERR4920491
ERR4920373,ERR4920492,12618,7.714285714285714,Different,ERR4920373,ERR4920492
ERR4920373,ERR4920493,13074,9.285714285714286,Different,ERR4920373,ERR4920493
ERR4920373,ERR4920494,12650,8.285714285714286,Different,ERR4920373,ERR4920494
ERR4920373,ERR4920495,12653,7.857142857142857,Different,ERR4920373,ERR4920495
ERR4920373,ERR4920496,12619,7.714285714285714,Different,ERR4920373,ERR4920496
ERR4920373,ERR4920497,12649,2.4285714285714284,Different,ERR4920373,ERR4920497
ERR4920373,ERR4920498,12413,7.857142857142857,Different,ERR4920373,ERR4920498
ERR4920373,ERR4920499,12813,8.285714285714286,Different,ERR4920373,ERR4920499
ERR4920373,ERR4920500,12335,10.714285714285714,Different,ERR4920373,ERR4920500
ERR4920373,ERR4920501,12671,16.142857142857142,Different,ERR4920373,ERR4920501
