iso1,iso2,dist,weeks,pair_location,L1,L2
ERR6349916,ERR6350212,8,1.4285714285714286,Same,ERR6349916,ERR6350212
ERR6349916,ERR6350214,5,2,Same,ERR6349916,ERR6350214
ERR6349916,ERR6350215,18321,45.285714285714285,Same,ERR6349916,ERR6350215
ERR6349916,ERR6350216,18286,48.714285714285715,Same,ERR6349916,ERR6350216
ERR6349916,ERR6350217,5,16.714285714285715,Same,ERR6349916,ERR6350217
ERR6349916,ERR6350218,11,21.285714285714285,Same,ERR6349916,ERR6350218
ERR6349916,ERR6350758,6,10.571428571428571,Same,ERR6349916,ERR6350758
ERR6349916,ERR6350760,3,23.428571428571427,Same,ERR6349916,ERR6350760
ERR6349916,ERR6350761,16798,39.857142857142854,Same,ERR6349916,ERR6350761
ERR6349916,ERR6350762,16840,2,Same,ERR6349916,ERR6350762
ERR6349916,ERR6350763,13,2.2857142857142856,Same,ERR6349916,ERR6350763
ERR6349916,ERR6350765,13,2.2857142857142856,Same,ERR6349916,ERR6350765
ERR6349916,ERR6350767,17711,49.285714285714285,Same,ERR6349916,ERR6350767
ERR6349916,ERR6350768,21,18.428571428571427,Same,ERR6349916,ERR6350768
ERR6349916,ERR6350769,15700,21.857142857142858,Same,ERR6349916,ERR6350769
ERR6349916,ERR6350770,6,6.285714285714286,Same,ERR6349916,ERR6350770
ERR6349916,ERR6350772,7,11.285714285714286,Same,ERR6349916,ERR6350772
ERR6349916,ERR6350774,16057,2.2857142857142856,Same,ERR6349916,ERR6350774
ERR6349916,ERR6350775,2,2.2857142857142856,Same,ERR6349916,ERR6350775
ERR6349916,ERR6350776,13,2.2857142857142856,Same,ERR6349916,ERR6350776
ERR6349916,ERR6350777,16798,2.2857142857142856,Same,ERR6349916,ERR6350777
ERR6349916,ERR6350779,16078,39.42857142857143,Same,ERR6349916,ERR6350779
ERR6349916,ERR6350780,17739,49.857142857142854,Same,ERR6349916,ERR6350780
ERR6349916,ERR6350781,8,18.142857142857142,Same,ERR6349916,ERR6350781
ERR6349916,ERR6350782,4,19.142857142857142,Same,ERR6349916,ERR6350782
ERR6349916,ERR6350783,9,6.857142857142857,Same,ERR6349916,ERR6350783
ERR6349916,ERR6350785,4,11.285714285714286,Same,ERR6349916,ERR6350785
ERR6349916,ERR6350786,6,9.714285714285714,Same,ERR6349916,ERR6350786
ERR6349916,ERR6350787,4,24.428571428571427,Same,ERR6349916,ERR6350787
ERR6349916,ERR6350791,16801,44.42857142857143,Same,ERR6349916,ERR6350791
ERR6349916,ERR6350793,3,17.285714285714285,Same,ERR6349916,ERR6350793
ERR6349916,ERR6350795,3,6.428571428571429,Same,ERR6349916,ERR6350795
ERR6349916,ERR6350796,14,10.285714285714286,Same,ERR6349916,ERR6350796
ERR6349916,ERR6350797,331,15.857142857142858,Same,ERR6349916,ERR6350797
ERR6349916,ERR6350798,326,13.857142857142858,Same,ERR6349916,ERR6350798
ERR6349916,ERR6350799,12,24.428571428571427,Same,ERR6349916,ERR6350799
ERR6349916,ERR6350800,7,3.2857142857142856,Same,ERR6349916,ERR6350800
ERR6349916,ERR6350801,7,3.857142857142857,Same,ERR6349916,ERR6350801
ERR6349916,ERR6350802,3,7.714285714285714,Same,ERR6349916,ERR6350802
ERR6349916,ERR6350803,0,3.5714285714285716,Same,ERR6349916,ERR6350803
ERR6349916,ERR6350804,81,49.857142857142854,Same,ERR6349916,ERR6350804
ERR6349916,ERR6350805,4,21.285714285714285,Same,ERR6349916,ERR6350805
ERR6349916,ERR6350806,8,7.285714285714286,Same,ERR6349916,ERR6350806
ERR6349916,ERR6350807,8,9.285714285714286,Same,ERR6349916,ERR6350807
ERR6349916,ERR6350808,5,11.285714285714286,Same,ERR6349916,ERR6350808
ERR6349916,ERR6350811,18316,44.857142857142854,Same,ERR6349916,ERR6350811
ERR6349916,ERR6350812,327,16.571428571428573,Same,ERR6349916,ERR6350812
ERR6349916,ERR6350813,12,18.571428571428573,Same,ERR6349916,ERR6350813
ERR6349916,ERR6350816,8,7.285714285714286,Same,ERR6349916,ERR6350816
ERR6349916,ERR6350817,8,10.285714285714286,Same,ERR6349916,ERR6350817
ERR6349916,ERR6350818,8,11.714285714285714,Same,ERR6349916,ERR6350818
ERR6349916,ERR6350820,3,16.285714285714285,Same,ERR6349916,ERR6350820
ERR6349916,ERR6350822,18327,0.2857142857142857,Same,ERR6349916,ERR6350822
ERR6349916,ERR6350824,17903,3.7142857142857144,Same,ERR6349916,ERR6350824
ERR6349916,ERR6350829,6,6.428571428571429,Same,ERR6349916,ERR6350829
ERR6349916,ERR6350830,39,10.285714285714286,Same,ERR6349916,ERR6350830
ERR6349916,ERR6350831,4,10.428571428571429,Same,ERR6349916,ERR6350831
ERR6349916,ERR6350833,4,25.142857142857142,Same,ERR6349916,ERR6350833
ERR6349916,ERR6350835,13,4.285714285714286,Same,ERR6349916,ERR6350835
ERR6349916,ERR6350836,17584,4.428571428571429,Same,ERR6349916,ERR6350836
ERR6349916,ERR6350838,18322,3.857142857142857,Same,ERR6349916,ERR6350838
ERR6349916,ERR6350840,358,35.57142857142857,Same,ERR6349916,ERR6350840
ERR6349916,ERR6350842,3,5.857142857142857,Same,ERR6349916,ERR6350842
ERR6349916,ERR6350843,5,5.428571428571429,Same,ERR6349916,ERR6350843
ERR6349916,ERR6350844,2,11.285714285714286,Same,ERR6349916,ERR6350844
ERR6349916,ERR6350845,328,15.714285714285714,Same,ERR6349916,ERR6350845
ERR6349916,ERR6350846,6,25.714285714285715,Same,ERR6349916,ERR6350846
ERR6349916,ERR6350849,5,4.857142857142857,Same,ERR6349916,ERR6350849
ERR6349916,ERR6350852,7,19.857142857142858,Same,ERR6349916,ERR6350852
ERR6349916,ERR6350853,3,7.285714285714286,Same,ERR6349916,ERR6350853
ERR6349916,ERR6350855,331,15.571428571428571,Same,ERR6349916,ERR6350855
ERR6349916,ERR6350856,330,16.428571428571427,Same,ERR6349916,ERR6350856
ERR6349916,ERR6350857,6,25.285714285714285,Same,ERR6349916,ERR6350857
ERR6349916,ERR6350860,16693,18.857142857142858,Same,ERR6349916,ERR6350860
ERR6349916,ERR6350862,6,10.285714285714286,Same,ERR6349916,ERR6350862
ERR6349916,ERR6350863,7,10.428571428571429,Same,ERR6349916,ERR6350863
ERR6349916,ERR6350864,5,11.285714285714286,Same,ERR6349916,ERR6350864
ERR6349916,ERR6350865,28,24.428571428571427,Same,ERR6349916,ERR6350865
ERR6349916,ERR6350866,18324,45.57142857142857,Same,ERR6349916,ERR6350866
ERR6349916,ERR6350868,4,17.571428571428573,Same,ERR6349916,ERR6350868
ERR6349916,ERR6350869,6,6.285714285714286,Same,ERR6349916,ERR6350869
ERR6349916,ERR6350870,5,9.285714285714286,Same,ERR6349916,ERR6350870
ERR6349916,ERR6350871,11,11.142857142857142,Same,ERR6349916,ERR6350871
ERR6349916,ERR6350872,6,11.428571428571429,Same,ERR6349916,ERR6350872
ERR6349916,ERR6350873,13,25.571428571428573,Same,ERR6349916,ERR6350873
ERR6349916,ERR6350875,8,5.714285714285714,Same,ERR6349916,ERR6350875
ERR6349916,ERR6350876,8,5.714285714285714,Same,ERR6349916,ERR6350876
ERR6349916,ERR6350879,5,18.285714285714285,Same,ERR6349916,ERR6350879
ERR6349916,ERR6350881,6,6.571428571428571,Same,ERR6349916,ERR6350881
ERR6349916,ERR6350882,18,7.285714285714286,Same,ERR6349916,ERR6350882
ERR6349916,ERR6350883,6,10.714285714285714,Same,ERR6349916,ERR6350883
ERR6349916,ERR6350884,330,15.714285714285714,Same,ERR6349916,ERR6350884
ERR6349916,ERR6350885,8,16.571428571428573,Same,ERR6349916,ERR6350885
ERR6349916,ERR6350886,5,25.428571428571427,Same,ERR6349916,ERR6350886
ERR6349916,ERR6350887,18086,48.142857142857146,Same,ERR6349916,ERR6350887
ERR6349916,ERR6350888,16176,47.57142857142857,Same,ERR6349916,ERR6350888
ERR6349916,ERR6350890,15711,19.285714285714285,Same,ERR6349916,ERR6350890
ERR6349916,ERR6350891,4,6.857142857142857,Same,ERR6349916,ERR6350891
ERR6349916,ERR6350892,77,7.285714285714286,Same,ERR6349916,ERR6350892
ERR6349916,ERR6350893,4,9.571428571428571,Same,ERR6349916,ERR6350893
ERR6349916,ERR6350894,6,11.285714285714286,Same,ERR6349916,ERR6350894
ERR6349916,ERR6350896,6,28.428571428571427,Same,ERR6349916,ERR6350896
ERR6349916,ERR6350897,24,2.142857142857143,Same,ERR6349916,ERR6350897
ERR6349916,ERR6350900,15871,46.42857142857143,Same,ERR6349916,ERR6350900
ERR6349916,ERR6350901,16788,15.571428571428571,Same,ERR6349916,ERR6350901
ERR6349916,ERR6350903,8,6.571428571428571,Same,ERR6349916,ERR6350903
ERR6349916,ERR6350905,5,11,Same,ERR6349916,ERR6350905
ERR6349916,ERR6350906,16,10.857142857142858,Same,ERR6349916,ERR6350906
ERR6349916,ERR6350907,6,22.571428571428573,Same,ERR6349916,ERR6350907
ERR6349916,ERR6350908,4,27.285714285714285,Same,ERR6349916,ERR6350908
ERR6349916,ERR6350909,23,1.2857142857142858,Same,ERR6349916,ERR6350909
ERR6349916,ERR6350910,18326,43.57142857142857,Same,ERR6349916,ERR6350910
ERR6349916,ERR6350911,17728,47.42857142857143,Same,ERR6349916,ERR6350911
ERR6349916,ERR6350912,2,18.571428571428573,Same,ERR6349916,ERR6350912
ERR6349916,ERR6350913,15760,19.285714285714285,Same,ERR6349916,ERR6350913
ERR6349916,ERR6350914,5,4.714285714285714,Same,ERR6349916,ERR6350914
ERR6349916,ERR6350915,18,6.857142857142857,Same,ERR6349916,ERR6350915
ERR6349916,ERR6350916,4,10.571428571428571,Same,ERR6349916,ERR6350916
ERR6349916,ERR6350917,5,11.285714285714286,Same,ERR6349916,ERR6350917
ERR6349916,ERR6350918,3,22.857142857142858,Same,ERR6349916,ERR6350918
ERR6349916,ERR6350919,6,25.571428571428573,Same,ERR6349916,ERR6350919
ERR6349916,ERR6350922,15920,46.42857142857143,Same,ERR6349916,ERR6350922
ERR6349916,ERR6350923,6,16.571428571428573,Same,ERR6349916,ERR6350923
ERR6349916,ERR6350924,2,19.285714285714285,Same,ERR6349916,ERR6350924
ERR6349916,ERR6350925,9,6.857142857142857,Same,ERR6349916,ERR6350925
ERR6349916,ERR6350926,8,6.857142857142857,Same,ERR6349916,ERR6350926
ERR6349916,ERR6350928,2,22.428571428571427,Same,ERR6349916,ERR6350928
ERR6349916,ERR6350929,351,28.428571428571427,Same,ERR6349916,ERR6350929
ERR6349916,ERR6350930,4,0.7142857142857143,Same,ERR6349916,ERR6350930
ERR6349916,ERR6350932,16783,17.285714285714285,Same,ERR6349916,ERR6350932
ERR6349916,ERR6350933,15294,18.857142857142858,Same,ERR6349916,ERR6350933
ERR6349916,ERR6350934,28,7.428571428571429,Same,ERR6349916,ERR6350934
ERR6349916,ERR6350935,8,7.285714285714286,Same,ERR6349916,ERR6350935
ERR6349916,ERR6350936,5,9.285714285714286,Same,ERR6349916,ERR6350936
ERR6349916,ERR6351001,10,11.285714285714286,Same,ERR6349916,ERR6351001
ERR6349916,ERR6351002,355,24.571428571428573,Same,ERR6349916,ERR6351002
ERR6349916,ERR6351003,9,0.7142857142857143,Same,ERR6349916,ERR6351003
ERR6349916,ERR6351005,18313,47,Same,ERR6349916,ERR6351005
ERR6349916,ERR6351006,10,17.714285714285715,Same,ERR6349916,ERR6351006
ERR6349916,ERR6351007,3,19.285714285714285,Same,ERR6349916,ERR6351007
ERR6349916,ERR6351008,5,6.285714285714286,Same,ERR6349916,ERR6351008
ERR6349916,ERR6351009,2,6.428571428571429,Same,ERR6349916,ERR6351009
ERR6349916,ERR6351010,5,9.857142857142858,Same,ERR6349916,ERR6351010
ERR6349916,ERR6351011,2,11.428571428571429,Same,ERR6349916,ERR6351011
ERR6349916,ERR6351012,4,22.571428571428573,Same,ERR6349916,ERR6351012
ERR6349916,ERR6351014,8,0.42857142857142855,Same,ERR6349916,ERR6351014
ERR6349916,ERR6351015,19,0.2857142857142857,Same,ERR6349916,ERR6351015
ERR6349916,ERR6351016,34,0.7142857142857143,Same,ERR6349916,ERR6351016
ERR6349916,ERR6351018,18326,48.142857142857146,Same,ERR6349916,ERR6351018
ERR6349916,ERR6351019,17707,48.714285714285715,Same,ERR6349916,ERR6351019
ERR6349916,ERR6351020,2,16.714285714285715,Same,ERR6349916,ERR6351020
ERR6349916,ERR6351021,6,19.714285714285715,Same,ERR6349916,ERR6351021
ERR6349916,ERR6351022,10,6.857142857142857,Same,ERR6349916,ERR6351022
ERR6349916,ERR6351023,9,7.285714285714286,Same,ERR6349916,ERR6351023
ERR6349916,ERR6351024,8,10.571428571428571,Same,ERR6349916,ERR6351024
ERR6349916,ERR6351026,5,22.571428571428573,Same,ERR6349916,ERR6351026
ERR6349916,ERR6351027,3,26.571428571428573,Same,ERR6349916,ERR6351027
ERR6349916,PID-0821-1356-ZN1134,21,28.571428571428573,Same,ERR6349916,PID-0821-1356-ZN1134
ERR6349916,PID-0821-1406-ZN1179,3,27.285714285714285,Same,ERR6349916,PID-0821-1406-ZN1179
ERR6349916,PID-0821-1448-ZN1214,3,28.285714285714285,Same,ERR6349916,PID-0821-1448-ZN1214
ERR6349916,PID-0821-1473-ZN1242,5,27,Same,ERR6349916,PID-0821-1473-ZN1242
ERR6349916,PID-0821-1505-ZN1267,348,29.142857142857142,Same,ERR6349916,PID-0821-1505-ZN1267
ERR6349916,PID-0821-1544-ZN1294,17567,30.142857142857142,Same,ERR6349916,PID-0821-1544-ZN1294
ERR6349916,PID-0821-1547-ZN1296,18192,30.428571428571427,Same,ERR6349916,PID-0821-1547-ZN1296
ERR6349916,PID-0821-1548-ZN1297,18189,30.428571428571427,Same,ERR6349916,PID-0821-1548-ZN1297
ERR6349916,PID-0821-157-ZN0158,2,1.8571428571428572,Same,ERR6349916,PID-0821-157-ZN0158
ERR6349916,PID-0821-158-ZN0157,3,1.8571428571428572,Same,ERR6349916,PID-0821-158-ZN0157
ERR6349916,PID-0821-1586-ZN1327,350,31.428571428571427,Same,ERR6349916,PID-0821-1586-ZN1327
ERR6349916,PID-0821-1589-ZN1330,352,32.285714285714285,Same,ERR6349916,PID-0821-1589-ZN1330
ERR6349916,PID-0821-1607-ZN1342,90,33.714285714285715,Same,ERR6349916,PID-0821-1607-ZN1342
ERR6349916,PID-0821-1610-ZN1388,18191,31.714285714285715,Same,ERR6349916,PID-0821-1610-ZN1388
ERR6349916,PID-0821-1612-ZN1346,351,31.714285714285715,Same,ERR6349916,PID-0821-1612-ZN1346
ERR6349916,PID-0821-1613-ZN1347,354,31.714285714285715,Same,ERR6349916,PID-0821-1613-ZN1347
ERR6349916,PID-0821-1614-ZN1348,18189,31.714285714285715,Same,ERR6349916,PID-0821-1614-ZN1348
ERR6349916,PID-0821-1615-ZN1349,18188,31.714285714285715,Same,ERR6349916,PID-0821-1615-ZN1349
ERR6349916,PID-0821-1622-ZN1486,18191,32.285714285714285,Same,ERR6349916,PID-0821-1622-ZN1486
ERR6349916,PID-0821-1679-ZN1410,351,32.857142857142854,Same,ERR6349916,PID-0821-1679-ZN1410
ERR6349916,PID-0821-1692-ZN1420,482,32.857142857142854,Same,ERR6349916,PID-0821-1692-ZN1420
ERR6349916,PID-0821-1698-ZN1424,18188,33.285714285714285,Same,ERR6349916,PID-0821-1698-ZN1424
ERR6349916,PID-0821-1723-ZN1445,18188,33.57142857142857,Same,ERR6349916,PID-0821-1723-ZN1445
ERR6349916,PID-0821-1757-ZN1474,16801,34.857142857142854,Same,ERR6349916,PID-0821-1757-ZN1474
ERR6349916,PID-0821-214-ZN0200,1,3.7142857142857144,Same,ERR6349916,PID-0821-214-ZN0200
ERR6349916,PID-0821-219-ZN0205,1,3.857142857142857,Same,ERR6349916,PID-0821-219-ZN0205
ERR6349916,PID-0821-241-ZN0231,7,4.714285714285714,Same,ERR6349916,PID-0821-241-ZN0231
ERR6349916,PID-0821-249-ZN0225,2,4.857142857142857,Same,ERR6349916,PID-0821-249-ZN0225
ERR6349916,PID-0821-255-ZN0232,3,5.142857142857143,Same,ERR6349916,PID-0821-255-ZN0232
ERR6349916,PID-0821-259-ZN0235,2,5.285714285714286,Same,ERR6349916,PID-0821-259-ZN0235
ERR6349916,PID-0821-260-ZN0236,2,5.285714285714286,Same,ERR6349916,PID-0821-260-ZN0236
ERR6349916,PID-0821-261-ZN0237,1,5.285714285714286,Same,ERR6349916,PID-0821-261-ZN0237
ERR6349916,PID-0821-2610-ZN2242,18325,49.857142857142854,Same,ERR6349916,PID-0821-2610-ZN2242
ERR6349916,PID-0821-263-ZN0239,1,5.285714285714286,Same,ERR6349916,PID-0821-263-ZN0239
ERR6349916,PID-0821-2686-ZN2314,18285,50.285714285714285,Same,ERR6349916,PID-0821-2686-ZN2314
ERR6349916,PID-0821-2731-ZN2356,67,52.285714285714285,Same,ERR6349916,PID-0821-2731-ZN2356
ERR6349916,PID-0821-2745-ZN2370,18325,51.714285714285715,Same,ERR6349916,PID-0821-2745-ZN2370
ERR6349916,PID-0821-2752-ZN2372,18323,51.57142857142857,Same,ERR6349916,PID-0821-2752-ZN2372
ERR6349916,PID-0821-2759-ZN2378,18325,56.142857142857146,Same,ERR6349916,PID-0821-2759-ZN2378
ERR6349916,PID-0821-276-ZN0248,1,5.428571428571429,Same,ERR6349916,PID-0821-276-ZN0248
ERR6349916,PID-0821-339-ZN0302,2,6.571428571428571,Same,ERR6349916,PID-0821-339-ZN0302
ERR6349916,PID-0821-3500-ZN3059,16652,63.285714285714285,Same,ERR6349916,PID-0821-3500-ZN3059
ERR6349916,PID-0821-3606-ZN3148,16717,67.42857142857143,Same,ERR6349916,PID-0821-3606-ZN3148
ERR6349916,PID-0821-3617-ZN3162,66,67.71428571428571,Same,ERR6349916,PID-0821-3617-ZN3162
ERR6349916,PID-0821-3640-ZN3185,16722,68.57142857142857,Same,ERR6349916,PID-0821-3640-ZN3185
ERR6349916,PID-0821-3660-ZN3205,64,68.28571428571429,Same,ERR6349916,PID-0821-3660-ZN3205
ERR6349916,PID-0821-3675-ZN3182,64,68.28571428571429,Same,ERR6349916,PID-0821-3675-ZN3182
ERR6349916,PID-0821-3681-ZN3225,65,68.57142857142857,Same,ERR6349916,PID-0821-3681-ZN3225
ERR6349916,PID-0821-3740-ZN3283,16748,69.28571428571429,Same,ERR6349916,PID-0821-3740-ZN3283
ERR6349916,PID-0821-380-ZN0340,4,7.285714285714286,Same,ERR6349916,PID-0821-380-ZN0340
ERR6349916,PID-0821-383-ZN0346,3,7.285714285714286,Same,ERR6349916,PID-0821-383-ZN0346
ERR6349916,PID-0821-389-ZN0344,3,7.285714285714286,Same,ERR6349916,PID-0821-389-ZN0344
ERR6349916,PID-0821-390-ZN0345,2,7.285714285714286,Same,ERR6349916,PID-0821-390-ZN0345
ERR6349916,PID-0821-406-ZN0367,2,7.857142857142857,Same,ERR6349916,PID-0821-406-ZN0367
ERR6349916,PID-0821-413-ZN0368,4,7.714285714285714,Same,ERR6349916,PID-0821-413-ZN0368
ERR6349916,PID-0821-415-ZN0375,4,7.857142857142857,Same,ERR6349916,PID-0821-415-ZN0375
ERR6349916,PID-0821-419-ZN0372,6,8.285714285714286,Same,ERR6349916,PID-0821-419-ZN0372
ERR6349916,PID-0821-423-ZN0394,9,8.428571428571429,Same,ERR6349916,PID-0821-423-ZN0394
ERR6349916,PID-0821-433-ZN0445,3,8.285714285714286,Same,ERR6349916,PID-0821-433-ZN0445
ERR6349916,PID-0821-435-ZN0382,6,8.285714285714286,Same,ERR6349916,PID-0821-435-ZN0382
ERR6349916,PID-0821-438-ZN0397,2,8.285714285714286,Same,ERR6349916,PID-0821-438-ZN0397
ERR6349916,PID-0821-441-ZN0385,5,8.285714285714286,Same,ERR6349916,PID-0821-441-ZN0385
ERR6349916,PID-0821-449-ZN0404,3,8.428571428571429,Same,ERR6349916,PID-0821-449-ZN0404
ERR6349916,PID-0821-450-ZN0405,2,8.428571428571429,Same,ERR6349916,PID-0821-450-ZN0405
ERR6349916,PID-0821-453-ZN0406,2,8.285714285714286,Same,ERR6349916,PID-0821-453-ZN0406
ERR6349916,PID-0821-456-ZN0409,6,8.571428571428571,Same,ERR6349916,PID-0821-456-ZN0409
ERR6349916,PID-0821-ZJN0038,2,2.142857142857143,Same,ERR6349916,PID-0821-ZJN0038
ERR6349916,PID-0821-ZN0002,1,2.7142857142857144,Same,ERR6349916,PID-0821-ZN0002
ERR6349916,PID-0821-ZN0003,1,2.5714285714285716,Same,ERR6349916,PID-0821-ZN0003
ERR6349916,PID-0821-ZN0004,1,2.5714285714285716,Same,ERR6349916,PID-0821-ZN0004
ERR6349916,PID-0821-ZN0007,1,2.4285714285714284,Same,ERR6349916,PID-0821-ZN0007
ERR6349916,PID-0821-ZN0010,4,2.4285714285714284,Same,ERR6349916,PID-0821-ZN0010
ERR6349916,PID-0821-ZN0011,2,2.2857142857142856,Same,ERR6349916,PID-0821-ZN0011
ERR6349916,PID-0821-ZN0015,1,2.2857142857142856,Same,ERR6349916,PID-0821-ZN0015
ERR6349916,PID-0821-ZN0041,3,2.142857142857143,Same,ERR6349916,PID-0821-ZN0041
ERR6349916,PID-0821-ZN0044,4,2.5714285714285716,Same,ERR6349916,PID-0821-ZN0044
ERR6349916,PID-0821-ZN0105,1,0.14285714285714285,Same,ERR6349916,PID-0821-ZN0105
ERR6349916,PID-0821-ZN0115,1,0.42857142857142855,Same,ERR6349916,PID-0821-ZN0115
ERR6349916,PID-0821-ZN0116-II,1,0.42857142857142855,Same,ERR6349916,PID-0821-ZN0116-II
ERR6349917,ERR6349919,18323,47.857142857142854,Same,ERR6349917,ERR6349919
ERR6349917,ERR6349920,18324,48.42857142857143,Same,ERR6349917,ERR6349920
ERR6349917,ERR6349921,71,18.142857142857142,Same,ERR6349917,ERR6349921
ERR6349917,ERR6349922,74,20.571428571428573,Same,ERR6349917,ERR6349922
ERR6349917,ERR6349923,69,5.428571428571429,Same,ERR6349917,ERR6349923
ERR6349917,ERR6349924,71,8.571428571428571,Same,ERR6349917,ERR6349924
ERR6349917,ERR6349925,73,8,Same,ERR6349917,ERR6349925
ERR6349917,ERR6349926,69,16.285714285714285,Same,ERR6349917,ERR6349926
ERR6349917,ERR6349927,16347,23.285714285714285,Same,ERR6349917,ERR6349927
ERR6349917,ERR6349929,74,0.14285714285714285,Same,ERR6349917,ERR6349929
ERR6349917,ERR6349931,154,26.857142857142858,Same,ERR6349917,ERR6349931
ERR6349917,ERR6349933,18321,47.42857142857143,Same,ERR6349917,ERR6349933
ERR6349917,ERR6349934,509,16.571428571428573,Same,ERR6349917,ERR6349934
ERR6349917,ERR6349937,74,10,Same,ERR6349917,ERR6349937
ERR6349917,ERR6350131,16620,22.142857142857142,Same,ERR6349917,ERR6350131
ERR6349917,ERR6350132,70,0.2857142857142857,Same,ERR6349917,ERR6350132
ERR6349917,ERR6350133,70,13.857142857142858,Same,ERR6349917,ERR6350133
ERR6349917,ERR6350134,75,0.2857142857142857,Same,ERR6349917,ERR6350134
ERR6349917,ERR6350135,71,0.42857142857142855,Same,ERR6349917,ERR6350135
ERR6349917,ERR6350137,89,0.42857142857142855,Same,ERR6349917,ERR6350137
ERR6349917,ERR6350139,18321,48.42857142857143,Same,ERR6349917,ERR6350139
ERR6349917,ERR6350140,16796,17,Same,ERR6349917,ERR6350140
ERR6349917,ERR6350141,74,20.142857142857142,Same,ERR6349917,ERR6350141
ERR6349917,ERR6350142,107,7,Same,ERR6349917,ERR6350142
ERR6349917,ERR6350143,73,9.285714285714286,Same,ERR6349917,ERR6350143
ERR6349917,ERR6350144,73,10.428571428571429,Same,ERR6349917,ERR6350144
ERR6349917,ERR6350147,74,0.42857142857142855,Same,ERR6349917,ERR6350147
