id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
FFKC_103KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,22298,533,5232111,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_105KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,16798,720,5196951,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_106KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,23137,489,5244670,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_107KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,11725,952,5135596,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_108KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,22170,546,5237077,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_97KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,80062,127,5317640,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_98KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,55156,208,5308880,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_99KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,18455,594,5229530,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_60KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,19060,562,5205038,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_61KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,29666,431,5268918,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_64KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,92274,125,5320157,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_65KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,86643,130,5322820,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_66KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,105733,105,5328451,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_67KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,114515,102,5324349,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_68KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,105733,109,5324573,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_73KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,98351,106,5317864,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_74KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,85925,118,5311577,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_82KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,39302,288,5296382,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_83KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,38843,344,5287635,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_84KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,33011,361,5280452,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_87KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,17647,653,5194392,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_90KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,13653,793,5083213,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_89KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,22061,588,5241887,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_93KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,32843,386,5276484,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_95KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,19373,665,5224354,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_96KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,29275,452,5268840,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FF31_01-0024-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST29,192620,91,5264326,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
FF31_01-0032-00-B.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST39,161341,103,5611931,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
FF31_01-0043-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST711,173441,87,5549098,1,KL54,K54,Typeable,O1/O2v2,O1ab,Typeable
FF31_01-0046-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST101-1LV,174293,136,5607488,0,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
FF31_01-0070-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST225,300093,61,5483071,0,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable
FF31_01-0075-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST29-1LV,12981,763,5381926,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
FF31_01-0076-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST29,160160,112,5443173,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
FF31_01-0108-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST15,146974,95,5279327,0,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
FF31_01-0124-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST48,224044,75,5280212,1,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable
FF31_01-0125-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST433,250826,74,5433843,0,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
FF31_01-0126-00.1,MBIRA,South Africa,Southern Africa,Site 24,neonate,2021,Klebsiella pneumoniae,ST1927,171735,161,5702816,0,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0002-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2020,Klebsiella pneumoniae,ST307,104470,109,5665654,2,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
FF33_06-0003-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2020,Klebsiella pneumoniae,ST4860,123542,79,5218210,0,KL35,K35,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0013-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST39,113020,113,5644984,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
FF33_06-0029-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST13,96711,121,5609491,1,KL3,K3,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0045-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST161,124615,79,5230351,0,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
FF33_06-0063-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST15,45850,244,5495571,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0077-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST967,41963,256,5468016,1,KL18,K18,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0097-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST323,218508,66,5279019,0,KL21,K21,Typeable,O3b,O3b,Typeable
FF33_06-0103-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST394,142405,95,5591157,1,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable
FF33_06-0122-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST17,146178,98,5318857,0,KL169,unknown (KL169),Typeable,OL104,unknown,Typeable
FF33_06-0126-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST985,114640,85,5687599,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0130-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST13,73144,152,5566668,2,KL122,unknown (KL122),Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0131-00-A,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST530,105742,116,5422387,1,KL62,K62,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0132-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST25,86594,136,5534324,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
FF33_06-0133-00,MBIRA,Ghana,Western Africa,Site 12,neonate,2021,Klebsiella pneumoniae,ST147,103734,167,5584815,1,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable
FF35_08-0016-00-B,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST37,58629,206,5531109,0,KL25,K25,Typeable,O3/O3a,O3/O3a,Typeable
FF35_08-0030-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST664,232344,79,5672374,0,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable
FF35_08-0031-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST45,48798,201,5541922,0,KL52,K52,Typeable,OL13,O13,Typeable
FF35_08-0046-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST1530,60520,173,5369949,0,KL117,unknown (KL117),Typeable,O1/O2v1,O1ab,Typeable
FF35_08-0047-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST15,41151,255,5572321,1,KL24,Capsule null,Typeable,O1/O2v1,O1ab,Typeable
FF35_08-0096-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST29,151957,101,5537703,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
FF35_08-0098-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST152,45750,244,5474906,1,KL149,unknown (KL149),Typeable,O4,O4,Typeable
FF35_08-0103-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST5731,25348,423,5412156,0,KL124,unknown (KL124),Typeable,OL13,O13,Typeable
