id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
42070_1#133,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,202602,77,5616656,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_1#141,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,193173,73,5620876,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_2#278,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,217011,69,5618129,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_1#148,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375230,40,5679395,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#115,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,324570,58,5677063,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#121,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,324669,39,5678546,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#123,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,345497,45,5679733,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#125,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,338091,40,5680530,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#127,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372155,40,5681824,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#147,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,339882,42,5680678,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#152,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,358284,43,5678363,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#154,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,338091,43,5678149,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#156,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,441847,38,5678995,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#158,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372271,41,5679468,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#178,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,336706,44,5679439,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#91,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372070,40,5679986,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42139_1#310,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372055,41,5679709,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#113,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST14,301289,81,5696188,1,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable
42070_1#119,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST14,312078,76,5757446,1,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable
42070_1#150,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST14,243607,92,5694954,1,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable
42070_1#160,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375359,42,5680709,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#129,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,285769,69,5696734,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#14,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,304780,80,5696958,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#233,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,292070,61,5695551,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#237,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,350652,67,5697758,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#257,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,290816,65,5700512,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#265,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,350650,88,5699101,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#298,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,308351,70,5700551,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#319,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,350652,68,5700325,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#330,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,350820,70,5701129,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#332,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,290696,68,5702129,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#34,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,380848,73,5702089,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#347,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,350820,59,5695638,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_2#351,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,289260,72,5700231,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_1#14,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,328512,43,5679369,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#177,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372055,45,5677865,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#179,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,345490,46,5678406,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#181,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,334915,49,5676622,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#183,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,338091,47,5679671,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#155,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,280583,42,5679696,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#157,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,326635,41,5679715,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#245,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,358284,46,5679680,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#251,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,345691,41,5678828,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#253,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375302,39,5678085,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#277,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,326635,38,5679867,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#279,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375429,34,5679285,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#281,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,326635,47,5678556,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#283,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,326635,44,5679775,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#287,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375356,44,5680763,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#305,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,286131,45,5679169,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#309,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,254033,45,5679441,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#311,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,327707,41,5679798,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#313,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375357,41,5678907,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#59,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,343414,48,5679366,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#223,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,429537,42,5678110,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#241,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,393675,39,5678775,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#173,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,441296,48,5588366,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#144,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,440256,46,5589153,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#162,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,353501,73,5584329,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#194,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,438714,49,5587657,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#202,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,333402,61,5590366,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#204,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,441119,47,5586747,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#208,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,412458,43,5577715,0,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#320,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,353778,57,5586047,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#187,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST584,549281,33,5321987,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#189,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST584,424594,36,5323244,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#219,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,424594,31,5322256,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#221,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,460030,32,5323147,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#243,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,424594,36,5320647,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#247,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,465097,31,5321403,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#31,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,424592,34,5321524,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#57,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,465092,38,5320564,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#61,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,424594,36,5321587,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#83,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST584,562267,29,5320566,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42139_1#286,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST584,480220,64,5442367,1,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
42070_1#201,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST307,378152,49,5677299,0,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#203,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST307,360206,53,5680350,0,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#211,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,344532,50,5585036,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#325,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,420482,53,5586306,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#345,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,300614,73,5583751,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#353,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,353778,53,5586324,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#22,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,285472,92,5690745,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_1#28,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,330084,141,5722240,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_1#339,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,402402,67,5700624,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_1#363,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,290824,68,5702253,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_1#52,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,313148,105,5697879,1,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable
42070_1#227,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST39,241866,56,5676618,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#231,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST39,334915,53,5727485,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#281,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST307,531974,41,5456193,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#283,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST307,307728,46,5456960,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#3,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,177673,92,5750347,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_1#45,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,184764,99,5751627,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_1#47,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,184539,82,5751854,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_1#7,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST25,181585,73,5769634,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
42070_1#302,MLW,Malawi,Eastern Africa,Site 6B,neonate,2014,Klebsiella pneumoniae,ST391,741095,73,5795607,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
42070_1#317,MLW,Malawi,Eastern Africa,Site 6B,neonate,2014,Klebsiella pneumoniae,ST391,443462,105,5791140,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
42070_1#315,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,351750,54,5493412,1,KL180,unknown (KL180),Untypeable,O1/O2v3,O1ab,Typeable
